enterprise_lead_id,tour_date,number_of_developed_contracts_owned,number_of_managed_contracts_owned,number_of_trust_contracts_owned,number_of_vip_sampler_contracts_purchased,number_of_resale_contracts_owned,first_voi_sold_date,most_recent_voi_sold_date,total_spent_life_to_date,total_intervals_owned,total_net_weeks,total_net_points,largest_list_price_purchase
675540269,2024-02-20,1,0,null,0,0,1994-04-28,1994-04-28,12600.00,1.00,1.00,7680,12600.000000000000
676827557,2025-08-15,1,0,null,1,0,2022-10-01,2022-10-01,15600.00,1.50,0.50,5440,15600.000000000000
672990967,2022-03-13,3,1,null,0,0,2002-09-05,2010-12-10,88560.00,4.00,4.00,38720,37490.000000000000
673389355,2021-03-22,1,0,null,0,0,2006-10-29,2006-10-29,12990.00,0.50,0.50,8000,12990.000000000000
679705091,2021-12-15,1,0,null,1,0,2011-02-26,2019-08-04,73735.00,2.00,0.00,14880,73735.000000000000
678573671,2024-08-15,1,0,null,0,0,2013-11-23,2020-03-26,89562.00,1.00,0.00,15360,89562.000000000000
689993000,2024-06-27,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
665575251,2022-09-16,1,0,null,0,0,2012-09-13,2018-02-15,58271.00,1.00,0.00,14880,58271.000000000000
664532757,2023-02-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
681969704,2022-04-14,0,0,1,0,0,2021-08-08,2021-08-08,8289.00,0.00,0.00,2500,9657.000000000000
681649259,2021-06-25,0,0,null,4,0,null,null,0.00,4.00,0.00,0,0E-12
682761769,2023-04-06,3,3,null,0,0,2015-04-24,2022-10-16,465704.00,7.00,5.00,122880,162873.000000000000
676709661,2023-05-20,0,2,null,1,0,2015-12-31,2022-05-11,40610.00,3.00,1.00,17280,38610.000000000000
676523889,2022-11-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
676391783,2023-11-05,0,1,null,1,0,2016-02-27,2016-02-27,18730.00,2.00,1.00,5440,18730.000000000000
676409553,2008-05-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
671238603,2022-11-10,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
670952005,2025-08-15,1,0,null,0,0,2006-10-01,2019-06-15,98280.00,1.00,0.00,22400,98280.000000000000
677515153,2024-10-26,1,0,null,0,0,2003-07-13,2016-11-23,63245.00,1.00,0.00,13440,63245.000000000000
679977521,2024-03-16,1,0,null,0,0,2012-03-23,2023-10-03,56550.00,0.50,-0.50,14880,56550.000000000000
677740119,2021-10-28,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
677512393,2024-01-12,1,0,null,0,0,2016-03-30,2019-02-13,38933.00,1.00,0.50,12000,38933.000000000000
692089358,2024-03-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691643325,2016-01-26,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
691086861,2024-08-06,1,1,null,0,0,2001-04-06,2023-07-31,55840.00,2.00,0.00,19200,35990.000000000000
689700075,2022-03-11,1,0,null,0,0,2011-07-27,2011-07-27,30870.00,0.50,0.50,11520,30870.000000000000
665904923,2025-02-03,1,2,null,0,0,2015-02-03,2018-02-13,142907.00,3.00,3.00,56960,57357.000000000000
667299971,2021-07-18,0,0,null,0,0,2019-05-01,2019-05-01,37040.00,0.00,0.00,0,18520.000000000000
666948193,2022-05-29,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
666539801,2021-09-06,0,1,null,0,0,2017-04-01,2018-06-24,30143.00,1.00,0.50,7680,30143.000000000000
675534583,2022-05-07,1,0,null,0,0,2021-11-06,2021-11-06,15600.00,0.50,0.50,5440,15600.000000000000
677240013,2018-09-10,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
675966179,2016-12-22,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
672014581,2022-03-08,1,0,null,1,0,2008-07-04,2018-10-09,58295.00,2.00,-1.00,14880,58295.000000000000
671165043,2021-10-21,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
672998555,2022-04-11,0,1,null,0,0,2016-01-29,2016-01-29,16800.00,0.50,0.50,7680,16800.000000000000
671105983,2023-12-06,1,0,null,0,0,2015-06-10,2015-11-19,36170.00,1.00,0.50,9920,36170.000000000000
672368495,2021-08-19,1,0,null,1,0,2014-04-05,2015-12-31,71130.00,2.00,0.00,12800,71130.000000000000
678516605,2022-03-19,1,0,null,0,0,2016-03-13,2016-03-13,16840.00,0.50,0.50,8000,16840.000000000000
677772349,2022-04-28,1,0,null,0,0,2007-09-10,2009-03-17,33490.00,1.00,0.00,11200,33490.000000000000
679720799,2023-09-18,1,1,null,0,0,2007-08-17,2023-09-17,47427.00,1.50,1.50,16800,31990.000000000000
692206680,2024-03-23,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
689650707,2022-04-07,2,0,null,1,2,2006-07-31,2024-12-02,0.00,1.00,0.00,0,1695.000000000000
690407224,2023-12-20,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
664559115,2025-07-05,0,1,null,0,0,2016-05-07,2017-02-11,39956.00,1.00,0.00,11200,39956.000000000000
682053632,2021-09-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
682324111,2023-03-30,2,0,null,1,0,2001-03-25,2005-10-12,44940.00,3.00,2.00,22400,25990.000000000000
682535565,2024-07-04,1,0,null,0,0,2018-11-29,2022-09-16,29295.00,1.00,-1.00,9280,29295.000000000000
675107291,2021-11-13,1,0,null,0,0,2018-08-14,2021-07-04,97339.00,1.00,0.00,23040,97339.000000000000
674468183,2022-11-28,1,0,null,0,1,2008-06-22,2008-06-22,0.00,0.00,0.00,0,0E-12
675542621,2024-02-18,1,0,null,0,0,2021-10-24,2021-10-24,17980.00,0.50,0.50,8000,17980.000000000000
673024025,2023-02-25,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
670663207,2025-07-18,1,0,null,0,0,2019-04-13,2023-07-13,125912.77,1.00,0.00,13440,63289.000000000000
671955259,2022-12-01,1,0,null,0,0,2018-09-08,2018-09-08,23510.00,0.50,0.50,8160,23510.000000000000
673535507,2021-12-10,2,1,null,0,2,2007-08-10,2016-05-24,32457.00,0.50,0.00,11520,32457.000000000000
680347127,2022-05-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
680298373,2025-01-25,0,1,null,0,0,2016-10-22,2016-10-22,37810.00,1.00,1.00,8160,37810.000000000000
691278049,2022-10-21,2,1,null,1,0,2006-07-12,2017-05-08,62720.00,4.00,3.00,22560,27250.000000000000
691696049,2021-03-06,0,1,null,0,0,2019-01-10,2019-01-10,20125.00,1.00,1.00,5600,20125.000000000000
691484842,2024-10-17,0,0,1,0,0,2024-07-02,2024-07-02,9900.00,0.00,0.00,2750,9900.000000000000
665635113,2022-07-11,0,1,null,1,0,2013-11-07,2016-06-28,101894.00,3.00,1.00,26880,101894.000000000000
667568997,2024-02-24,0,1,null,0,0,2019-01-25,2023-08-04,168601.00,2.00,0.00,28320,168601.000000000000
667578223,2023-02-19,1,0,null,0,0,2022-04-30,2022-04-30,16480.00,0.50,0.50,6720,16480.000000000000
665646255,2021-06-27,1,0,null,0,1,2015-02-10,2015-02-10,0.00,0.00,0.00,0,0E-12
664537431,2023-02-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
667106593,2019-11-07,0,1,null,0,0,2017-10-21,2017-10-21,28880.00,1.00,1.00,7680,28880.000000000000
680743993,2024-06-25,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
683828441,2025-05-05,1,0,null,1,0,2008-04-07,2010-03-11,25990.00,2.00,0.00,9280,25990.000000000000
681561975,2021-05-14,0,2,null,0,0,2017-08-26,2019-01-27,114130.00,2.00,1.00,37760,68640.000000000000
676631207,2022-01-31,0,1,null,0,0,2018-09-01,2018-09-01,31560.00,0.50,0.50,11520,31560.000000000000
679549951,2021-10-04,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
678759197,2003-03-01,1,0,null,0,0,2002-01-14,2002-01-14,11890.00,1.00,1.00,5600,11890.000000000000
678544027,2023-04-27,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
680301453,2022-07-08,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
680556441,2019-07-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
690961411,2021-06-03,0,1,null,0,0,2018-06-08,2019-06-02,59825.00,1.00,0.50,13440,59825.000000000000
664253259,2023-07-06,0,1,null,0,0,2014-02-01,2020-12-07,69750.00,1.00,0.50,12096,69750.000000000000
666268473,2024-03-28,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
674602921,2025-07-05,1,1,null,0,0,2016-10-14,2022-03-20,58517.00,1.50,0.50,15920,38140.000000000000
670997617,2016-03-15,1,0,null,0,0,2014-02-17,2014-02-17,12650.00,0.50,0.50,5440,12650.000000000000
673078355,2021-12-17,2,0,null,0,1,2002-02-09,2009-07-05,16990.00,1.00,1.00,5440,16990.000000000000
677721319,2023-05-16,1,0,null,0,0,2013-02-15,2014-12-18,34260.00,0.50,0.00,13440,34260.000000000000
678674489,2024-02-23,1,0,null,0,0,2022-02-23,2022-02-23,36922.00,1.00,1.00,9920,36922.000000000000
678736247,2022-07-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691392611,2023-02-23,1,0,null,0,0,2013-12-30,2018-12-15,61168.00,0.50,0.00,20160,61168.000000000000
691408352,2023-12-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
667342291,2024-11-30,0,2,null,0,0,2015-04-20,2019-04-01,94175.00,2.00,1.00,23360,54185.000000000000
666181303,2021-07-02,1,0,null,0,0,2020-01-27,2020-01-27,14300.00,0.50,0.50,5600,14300.000000000000
664890143,2021-12-29,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
665808203,2023-04-08,0,1,null,0,0,2015-01-22,2015-01-22,40327.00,1.00,1.00,11520,40327.000000000000
674230321,2021-12-15,1,1,null,0,0,2016-06-29,2021-07-08,188366.00,3.00,0.00,40000,170876.000000000000
675218023,2023-07-26,0,2,null,0,0,2019-08-30,2021-03-29,66690.00,1.50,1.50,15840,41990.000000000000
672998135,2022-10-04,0,1,null,0,0,2013-04-05,2021-12-29,73915.00,1.00,-1.00,14720,73915.000000000000
678017257,2019-08-04,0,1,null,0,0,2018-07-26,2018-07-26,28110.00,1.00,1.00,8000,28110.000000000000
678464643,2023-01-09,1,0,null,0,0,1999-02-19,2016-06-23,29200.00,1.00,0.00,8000,22200.000000000000
677874687,2023-04-05,1,0,null,1,0,2014-02-20,2015-08-17,40805.00,2.00,0.00,8000,40805.000000000000
666206561,2022-04-29,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
667348893,2022-04-24,1,0,null,0,0,2016-03-26,2016-03-26,22000.00,0.50,0.50,9920,22000.000000000000
680998242,2021-09-07,0,0,1,0,0,2021-05-18,2021-05-18,17135.00,0.00,0.00,3750,17891.000000000000
677756341,2024-02-18,0,1,null,0,0,2013-10-12,2016-05-23,26290.00,0.50,-0.50,11200,26290.000000000000
678327335,2024-10-22,0,1,null,1,0,2022-06-26,2022-06-26,13650.00,1.50,0.50,5600,13650.000000000000
678882853,2024-08-22,1,0,null,0,0,2011-03-19,2018-11-22,37950.00,0.50,0.00,13440,37950.000000000000
690430881,2023-10-24,0,1,null,0,0,2022-02-01,2022-02-01,12350.00,0.50,0.50,3520,12350.000000000000
690962579,2024-05-12,1,0,null,0,0,2018-09-21,2018-09-21,14450.00,0.50,0.50,5440,14450.000000000000
664368545,2023-10-29,0,4,null,0,0,2016-05-22,2022-11-11,412744.78,4.50,2.50,86880,263365.000000000000
682051838,2022-01-12,0,0,null,0,0,null,null,0.00,0.00,0.00,0,2495.000000000000
682582021,2017-01-31,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
674940315,2023-03-20,0,1,null,0,0,2014-03-14,2016-01-20,28328.00,1.00,0.00,7680,28328.000000000000
678423923,2022-05-28,1,0,null,0,0,2014-06-22,2014-11-22,26355.00,1.00,0.50,7680,26355.000000000000
691178086,2024-03-14,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
689854941,2024-03-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
691330064,2025-03-01,1,0,null,0,0,2024-12-29,2024-12-29,21450.00,0.50,0.50,6000,21450.000000000000
664734631,2023-12-31,3,0,null,0,3,2017-02-19,2017-11-03,0.00,0.00,0.00,0,0E-12
682531455,2022-03-22,1,0,null,0,0,2007-09-02,2008-04-11,46980.00,2.00,1.00,15360,46980.000000000000
676560737,2022-08-01,1,0,null,0,0,2011-06-24,2019-10-15,100206.00,1.00,-1.00,23040,100206.000000000000
676168829,2022-05-10,2,0,null,0,0,2011-12-16,2019-03-03,201093.00,2.00,-1.00,36960,105888.000000000000
671486217,2023-06-25,0,1,null,0,0,2019-04-21,2019-04-21,15920.00,0.50,0.50,5440,15920.000000000000
673757409,2014-04-06,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
678054639,2022-03-14,0,2,null,1,0,2013-05-10,2017-09-27,49586.00,2.50,0.50,18720,30776.000000000000
677909519,2021-07-16,1,0,null,0,0,2018-05-07,2018-05-07,27490.00,1.00,1.00,8000,27490.000000000000
679858487,2021-10-03,0,1,null,0,0,2010-11-03,2010-11-03,11390.00,0.50,0.50,5600,11390.000000000000
689613735,2022-09-15,1,0,null,0,0,2019-10-01,2022-01-19,76980.00,1.00,0.00,14880,76980.000000000000
691855824,2025-02-17,1,0,null,0,0,2024-02-13,2024-02-13,16900.00,0.50,0.50,5440,16900.000000000000
666208101,2021-03-14,0,1,null,0,0,2018-09-09,2018-09-09,31560.00,0.50,0.50,11520,31560.000000000000
665715471,2023-10-17,1,0,null,1,0,2012-10-07,2012-10-07,11305.00,1.50,0.50,5440,11305.000000000000
682055452,2022-08-01,0,0,1,0,0,2021-09-04,2021-09-04,40650.00,0.00,0.00,15000,40650.000000000000
681189897,2023-06-20,0,1,null,0,0,2022-06-14,2022-06-14,13000.00,0.50,0.50,3520,13000.000000000000
683105821,2023-08-18,1,0,null,0,0,2014-08-23,2018-03-31,42523.00,1.00,0.50,6720,42523.000000000000
674991639,2022-12-20,1,0,null,2,0,2008-06-20,2008-06-20,20740.50,2.50,0.50,13440,20740.500000000000
676293767,2023-07-21,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
671183867,2025-04-27,0,0,null,0,0,2008-09-19,2008-09-19,19990.00,0.00,0.00,0,19990.000000000000
672306779,2023-02-07,1,0,null,0,0,2019-02-11,2019-02-11,39990.00,1.00,1.00,11200,39990.000000000000
679768097,2021-08-29,1,0,null,0,0,2010-04-24,2010-04-24,40990.00,1.00,1.00,11520,40990.000000000000
678375709,2024-12-23,2,0,null,0,1,2001-12-02,2023-04-06,51173.00,1.00,0.50,11520,51173.000000000000
680494209,2025-03-03,0,2,null,1,0,2012-02-16,2024-03-11,235777.00,5.00,0.00,51520,184827.000000000000
690993255,2025-05-23,1,0,null,0,0,2016-12-15,2016-12-15,21500.00,0.50,0.50,9920,21500.000000000000
690304163,2023-09-12,1,0,null,1,0,2002-04-07,2018-03-25,79300.00,2.00,0.00,8400,33320.000000000000
691942293,2022-02-11,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
690316253,2025-06-23,1,0,null,0,0,2008-04-28,2009-07-29,33490.00,1.00,0.00,11200,33490.000000000000
665337909,2022-09-30,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
664884531,2024-10-13,1,0,null,0,0,2002-07-18,2009-03-28,69980.00,2.00,0.00,22400,69980.000000000000
681208511,2024-04-18,1,0,null,0,0,2011-01-04,2023-02-20,40639.83,0.50,0.00,16800,40639.820000000000
682567265,2023-09-06,1,0,null,0,0,2013-04-26,2015-12-17,49970.00,0.50,0.00,16800,49970.000000000000
674107527,2025-02-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
676505681,2022-10-09,1,0,null,0,0,2016-11-08,2019-10-27,39600.00,0.50,0.00,13440,39600.000000000000
672101093,2023-06-25,0,1,null,0,0,2012-10-03,2018-10-26,31200.00,0.50,-0.50,11200,31200.000000000000
670644531,2024-01-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
677740501,2022-07-08,1,0,null,0,0,2006-07-24,2009-03-05,46125.00,0.50,-0.50,23040,46125.000000000000
680227769,2024-09-25,2,0,null,0,0,2003-01-25,2023-08-21,77292.00,2.00,1.00,24640,54302.000000000000
677914239,2017-04-22,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
692192745,2022-08-16,1,0,null,0,0,2020-02-29,2020-02-29,24700.00,0.50,0.50,8160,24700.000000000000
691286573,2021-07-28,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
690075227,2023-03-10,1,1,null,0,0,2013-02-20,2020-12-27,115465.00,3.00,2.00,30400,84455.000000000000
666004605,2023-06-02,1,0,null,1,0,2007-03-29,2009-10-04,62670.00,4.00,2.00,24000,62670.000000000000
664546327,2025-02-03,1,0,null,0,0,2022-05-04,2022-05-04,16900.00,0.50,0.50,5440,16900.000000000000
680944351,2024-07-13,0,1,null,0,0,2016-07-31,2016-07-31,14110.00,0.50,0.50,5600,14110.000000000000
683071459,2023-08-22,1,0,null,0,0,2006-02-04,2007-02-18,74000.00,1.00,0.00,32000,74000.000000000000
674619903,2024-06-08,0,1,null,0,0,2013-12-29,2018-08-03,85752.00,0.50,0.00,26880,85752.000000000000
676752823,2025-01-25,1,0,null,0,0,2024-04-18,2024-07-15,41990.00,1.00,0.00,8000,41990.000000000000
676181037,2024-07-24,1,0,null,0,0,2010-09-09,2015-02-27,62880.00,2.00,1.00,27840,62880.000000000000
673719463,2021-10-14,1,0,null,0,0,2019-04-20,2019-04-20,15430.00,0.50,0.50,5440,15430.000000000000
677877825,2006-03-11,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1495.000000000000
679565257,2021-06-07,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
679646295,2025-05-20,2,0,null,0,0,2000-03-10,2001-04-10,45980.00,2.00,2.00,26880,23990.000000000000
691737175,2017-11-11,1,0,null,0,0,2016-05-16,2016-05-16,16340.00,0.50,0.50,8000,16340.000000000000
665255527,2025-04-24,2,0,null,0,0,2006-10-25,2025-01-10,39414.20,2.00,0.00,19840,54490.000000000000
664845329,2022-06-29,1,0,null,0,0,2020-08-30,2021-01-29,110980.00,1.00,-1.00,23040,110980.000000000000
680876453,2024-08-29,1,0,null,0,0,2011-02-10,2022-10-08,41790.00,1.00,0.00,8400,41790.000000000000
681609109,2024-02-16,0,1,null,0,0,2017-06-24,2020-01-02,67965.00,1.00,0.00,12096,67965.000000000000
681972809,2021-10-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
676389823,2025-03-09,1,0,null,0,0,2016-01-19,2023-03-07,29990.00,1.00,0.50,7680,29990.000000000000
676666111,2024-02-01,1,0,null,0,0,2022-12-21,2022-12-21,29980.00,1.00,1.00,8160,29980.000000000000
677029587,2023-02-18,0,1,null,0,0,2018-10-12,2022-05-20,34990.00,1.00,0.50,9280,34990.000000000000
675678605,2025-04-22,1,0,null,0,0,2019-04-02,2019-04-02,19170.00,0.50,0.50,8000,19170.000000000000
673708459,2026-03-22,1,0,null,1,0,2015-05-25,2015-09-18,27440.00,2.00,0.00,8000,27440.000000000000
673797751,2021-10-21,1,0,null,0,0,2009-04-25,2009-04-25,34990.00,1.00,1.00,11200,34990.000000000000
672180925,2025-03-11,1,1,null,0,0,1997-06-12,2024-06-10,183514.00,4.00,2.00,73600,156554.000000000000
671818881,2010-07-01,1,0,null,0,0,2004-11-20,2004-11-20,26440.00,1.00,1.00,11200,26440.000000000000
679274731,2025-01-10,0,1,null,0,0,2014-10-24,2023-06-15,95181.00,1.00,0.00,11200,56831.000000000000
691735473,2020-08-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691064161,2023-10-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
666839549,2021-05-19,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
667679323,2021-12-02,1,0,null,0,1,2004-07-23,2004-07-23,0.00,0.00,0.00,0,0E-12
664993333,2024-04-27,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
664279003,2025-07-11,0,1,null,0,0,2023-07-16,2023-07-16,8840.00,0.50,0.00,9280,20800.000000000000
682144257,2025-06-28,2,0,1,0,0,2007-12-08,2025-06-19,89480.00,2.00,0.00,30000,79980.000000000000
683106859,2025-12-10,0,2,1,0,0,2017-10-22,2025-10-15,184920.00,2.00,0.50,31780,82990.000000000000
683777141,2021-04-17,0,1,null,0,0,2014-10-31,2020-01-19,21450.00,0.50,-0.50,8000,21450.000000000000
681043021,2024-11-07,1,0,null,2,0,2024-03-31,2024-03-31,19500.00,2.50,0.50,5440,19500.000000000000
676466703,2023-05-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
670560079,2021-11-10,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
672816311,2022-04-30,1,0,null,0,0,2008-01-05,2015-10-24,110402.00,1.00,-1.00,23040,110402.000000000000
678618977,2025-04-08,1,0,null,0,0,2005-07-21,2019-12-31,168253.00,2.00,0.00,44800,168253.000000000000
690377740,2024-08-09,0,0,1,0,0,2023-09-08,2023-09-08,21480.00,0.00,0.00,5500,21480.000000000000
691534322,2024-09-16,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
690493017,2022-03-31,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
666638913,2022-08-19,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
665280303,2019-08-27,0,1,null,0,0,2013-09-10,2018-08-29,53252.00,2.00,1.00,12000,53252.000000000000
681135983,2021-06-04,1,0,null,0,0,2018-06-29,2019-11-09,36490.00,1.00,0.50,8000,36490.000000000000
682703779,2022-10-04,0,1,null,0,0,2021-10-12,2021-10-12,18990.00,1.00,1.00,4000,18990.000000000000
