enterprise_lead_id,tour_date,number_of_developed_contracts_owned,number_of_managed_contracts_owned,number_of_trust_contracts_owned,number_of_vip_sampler_contracts_purchased,number_of_resale_contracts_owned,first_voi_sold_date,most_recent_voi_sold_date,total_spent_life_to_date,total_intervals_owned,total_net_weeks,total_net_points,largest_list_price_purchase
686650986,2023-06-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688613776,2024-01-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
688358426,2023-07-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
685043479,2022-02-09,3,0,null,0,0,2007-04-12,2018-08-20,139296.00,3.00,-1.00,38560,112401.000000000000
684518141,2022-07-13,2,0,null,0,0,2003-01-11,2021-08-02,134306.00,2.00,0.00,34240,62990.000000000000
684230665,2023-01-25,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
160524,2025-12-24,0,0,3,0,0,1993-03-04,2020-11-01,36385.00,-1.00,-1.00,4500,null
1245370,2023-06-17,0,0,1,0,0,1999-04-10,2020-11-01,26890.00,-1.00,-1.00,4000,12400.000000000000
27569781,2020-02-21,0,0,null,0,3,2007-03-26,2014-04-05,36150.00,0.00,0.00,37250,36150.000000000000
26681415,2019-06-30,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
669431873,2023-08-01,1,0,null,0,0,2014-09-18,2022-11-01,37050.00,0.50,-0.50,13440,37050.000000000000
668874123,2021-10-29,0,1,null,0,0,2011-10-22,2017-05-13,59008.00,2.00,1.00,32000,59008.000000000000
4729396,2025-08-20,0,0,3,0,0,2001-07-07,2022-08-19,62360.00,0.00,0.00,18000,40920.000000000000
5027611,2022-10-17,0,0,7,0,0,1988-04-10,2005-03-30,59601.27,0.00,0.00,27000,0E-12
5353616,2023-11-07,0,0,3,0,0,2004-08-25,2021-05-18,92686.60,0.00,0.00,7500,27300.000000000000
694074745,2023-11-25,1,1,null,0,0,2019-11-01,2023-02-23,125664.00,3.00,2.00,30720,75482.000000000000
693091386,2025-02-09,0,1,null,0,0,2024-11-16,2024-11-16,53990.00,1.00,1.00,11200,53990.000000000000
688258017,2021-08-03,1,1,null,0,0,2015-05-12,2019-06-29,176135.00,2.50,1.00,32960,92640.000000000000
687179268,2024-03-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
688419278,2024-07-11,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
688804591,2022-11-26,0,1,null,0,0,2016-03-05,2016-03-05,11840.00,1.00,1.00,2560,11840.000000000000
687122362,2022-12-24,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
686537535,2024-01-18,0,1,null,0,1,2004-10-11,2004-10-11,0.00,0.00,0.00,0,0E-12
684682257,2021-09-04,2,0,null,0,0,1996-01-20,2020-03-10,220168.00,4.00,0.50,107520,262560.000000000000
685857418,2022-10-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
685668467,2024-04-05,1,2,null,0,0,2013-04-20,2017-11-14,83220.00,3.00,3.00,37440,39770.000000000000
683961409,2024-06-20,1,0,null,1,0,2001-09-05,2001-09-05,13554.00,2.00,1.00,8000,13554.000000000000
685843227,2021-10-17,1,2,null,0,0,2013-07-03,2020-12-11,151360.00,4.00,3.00,43200,94980.000000000000
268479,2024-06-01,0,0,1,0,0,1998-02-09,1998-02-09,6700.00,1.00,1.00,3000,null
73951,2023-09-09,1,0,2,0,0,1996-06-16,2023-09-07,173210.00,0.00,0.00,21800,69150.000000000000
1262808,2022-02-14,0,0,2,0,0,2001-03-21,2020-11-01,27520.00,-0.50,-0.50,4500,9730.000000000000
28003007,2023-09-20,0,0,null,0,0,2022-12-01,2022-12-01,15100.00,0.00,0.00,5000,15100.000000000000
29040805,2024-05-18,0,0,null,0,2,2019-03-05,2022-11-23,24920.00,0.00,0.00,45000,57630.000000000000
29058958,2023-08-23,0,0,null,0,0,2015-12-20,2017-07-06,24982.00,0.00,0.00,10000,12682.000000000000
30462216,2019-07-08,0,0,null,0,0,2017-10-20,2017-11-27,23750.00,0.00,0.00,9000,13900.000000000000
669425659,2024-04-15,1,0,null,0,0,2021-01-28,2022-09-25,24700.00,0.50,0.00,8000,24700.000000000000
669112065,2023-12-09,1,2,null,0,0,2013-06-06,2018-07-10,223107.00,4.00,1.00,39360,69114.000000000000
692234997,2022-10-16,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
693075008,2024-11-15,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
695768087,2024-07-07,2,0,null,0,0,2014-06-14,2023-12-31,246956.00,2.00,0.00,40320,126902.000000000000
694450722,2025-07-17,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
696175982,2025-10-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694329727,2023-10-09,1,0,null,0,0,2018-10-05,2018-10-05,19500.00,0.50,0.50,7680,19500.000000000000
694537847,2025-05-13,1,0,null,0,0,2018-05-15,2023-05-23,29990.00,1.00,0.00,6720,29990.000000000000
687819886,2024-02-08,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688256691,2024-02-08,0,1,null,0,0,2018-09-20,2018-11-07,21320.00,0.50,0.00,7680,21320.000000000000
689520021,2024-08-12,1,0,null,0,0,2015-12-27,2017-01-02,111486.00,1.00,1.00,8000,42748.000000000000
687742021,2026-02-05,1,2,1,0,0,2009-12-31,2025-05-07,178682.00,4.00,3.00,47360,103362.000000000000
689398229,2021-12-12,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
689463282,2024-02-10,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
688945867,2023-05-20,1,0,null,0,0,2019-01-26,2019-01-26,17850.00,0.50,0.50,6720,17850.000000000000
688620490,2024-05-12,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
686409182,2024-02-01,1,0,null,0,0,2023-06-22,2023-06-22,15600.00,0.50,0.50,5440,15600.000000000000
686474165,2022-12-15,0,2,null,0,0,2021-07-08,2022-10-05,97769.00,2.00,1.50,28800,63990.000000000000
684915259,2025-06-19,1,0,null,0,0,2015-03-07,2023-01-26,81944.00,1.00,0.00,14880,81944.000000000000
30178884,2020-07-05,0,0,null,0,0,2017-02-12,2017-12-12,52760.00,0.00,0.00,6000,19050.000000000000
29790443,2024-02-19,0,0,null,0,1,2017-02-20,2023-03-23,81830.00,0.00,null,48000,111780.000000000000
30339113,2022-03-16,0,0,null,0,1,2007-12-24,2018-12-24,94500.00,0.00,0.00,81000,90550.000000000000
669911467,2022-06-28,0,1,null,0,0,2015-07-07,2017-10-30,43135.00,1.00,-1.00,11200,43135.000000000000
667865851,2022-12-14,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
668905845,2024-01-06,1,0,null,0,0,2020-01-25,2020-01-25,90699.10,1.00,1.00,23040,90699.100000000000
694442328,2025-08-25,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
693297046,2025-05-26,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
693288082,2024-07-08,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694850282,2025-05-30,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694399867,2022-05-07,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
695816059,2024-12-09,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
689025265,2015-10-22,1,0,null,0,0,2011-11-28,2011-11-28,19990.00,1.00,1.00,5440,19990.000000000000
686990658,2023-01-08,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
684861715,2025-07-02,0,2,null,0,0,2019-06-08,2023-05-21,70980.00,2.00,1.00,17280,38990.000000000000
684129709,2024-07-13,0,1,null,0,0,2018-03-27,2023-07-19,81990.00,1.00,0.00,30720,81990.000000000000
684481760,2023-06-01,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
684757891,2022-09-17,1,0,null,0,0,2010-02-24,2010-02-24,19195.00,1.00,1.00,16000,19195.000000000000
685120261,2021-11-08,0,1,null,0,0,2013-06-01,2021-07-08,26575.00,0.50,-1.00,8800,26575.000000000000
30122155,2019-01-13,0,0,null,0,1,2017-08-28,2017-08-28,10905.00,0.00,0.00,22000,31847.250000000000
669358223,2022-09-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
668572937,2025-03-24,3,1,null,2,0,2006-06-06,2022-01-27,235645.00,9.00,2.50,85440,87060.000000000000
4725072,2025-05-20,0,0,1,0,0,2000-12-14,2020-12-29,59360.00,0.00,0.00,6500,24640.000000000000
696038185,2023-07-18,1,0,null,0,0,2020-10-09,2020-10-09,12980.00,0.50,0.50,5440,12980.000000000000
695757669,2021-05-19,0,1,null,1,0,2016-08-03,2018-06-06,34704.00,2.00,0.50,9280,34704.000000000000
696446981,2025-06-06,0,1,null,1,0,2022-10-31,2022-10-31,25350.00,1.50,0.50,8000,25350.000000000000
687353415,2022-04-30,1,0,null,0,0,2017-05-05,2018-09-27,45906.00,1.00,0.50,11520,45906.000000000000
684356473,2022-03-19,1,0,null,0,0,2020-07-24,2020-07-24,19980.00,0.50,0.50,7680,19980.000000000000
27444930,2022-05-31,0,0,null,1,0,2014-11-13,2014-11-13,10410.00,null,0.00,5000,11205.000000000000
30404350,2022-05-09,0,0,null,0,1,2017-12-09,2019-06-28,48680.00,0.00,null,10500,14270.000000000000
30123489,2021-10-10,0,0,null,0,1,2017-10-10,2020-10-25,81295.00,0.00,null,15000,62375.000000000000
29987355,2021-07-17,0,0,null,0,1,2019-03-20,2019-03-20,14510.00,0.00,0.00,7000,15305.000000000000
26678941,2021-11-26,0,0,null,1,0,2013-11-08,2014-08-11,30320.00,null,0.00,16000,20400.000000000000
26422546,2024-10-20,0,0,null,0,0,2020-09-28,2020-09-28,57500.00,0.00,null,0,28750.000000000000
669260019,2023-03-05,0,1,null,0,0,2015-07-31,2015-07-31,23750.00,0.50,0.50,11200,23750.000000000000
5459269,2024-08-27,0,0,2,0,0,1999-08-12,2020-11-01,null,0.00,null,null,null
694644631,2023-11-10,1,0,null,0,0,2019-05-21,2019-05-21,15120.00,0.50,0.50,5440,15120.000000000000
695925043,2024-05-28,0,3,2,0,0,2017-11-03,2024-04-28,306240.00,3.00,1.00,54260,95265.000000000000
693107924,2025-03-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694184798,2025-12-01,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688710412,2024-07-03,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
689196692,2024-03-30,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
687738601,2025-06-06,0,1,null,0,0,2019-09-23,2021-04-01,46990.00,1.00,0.50,11200,46990.000000000000
687621316,2023-04-22,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
685916603,2021-04-13,1,1,null,0,0,2012-06-15,2015-09-04,52631.00,1.50,0.50,16640,40281.000000000000
683946517,2022-10-26,1,0,null,0,0,2013-02-15,2018-04-02,60141.00,0.50,0.00,20160,60141.000000000000
684119285,2022-09-20,0,1,null,0,0,2019-12-29,2019-12-29,30340.00,1.00,1.00,5952,30340.000000000000
477034,2022-11-18,0,0,3,0,0,1991-03-26,2020-11-01,155798.00,-1.00,-1.00,44000,83598.000000000000
875275,2021-11-02,0,0,2,0,0,1996-07-08,2020-11-01,28375.00,1.00,1.00,11000,null
30164030,2019-01-08,0,0,null,1,0,2018-11-06,2018-11-06,18500.00,0.00,0.00,0,10145.000000000000
30466484,2022-11-19,0,0,null,0,1,2018-06-12,2018-09-22,24030.00,null,null,10000,15580.000000000000
669584401,2022-07-25,0,6,null,0,0,2014-05-30,2022-02-12,243147.00,5.50,-5.50,59840,192512.000000000000
694493373,2021-07-04,1,4,null,0,0,2012-01-06,2020-09-23,193642.00,5.00,4.00,68640,52761.000000000000
694332035,2022-08-17,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694843981,2022-01-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
687760117,2021-08-13,0,1,null,0,0,2017-12-17,2017-12-17,31040.00,0.50,0.50,11520,31040.000000000000
688248375,2022-09-05,1,0,null,0,0,2009-09-13,2018-05-10,66491.00,1.00,0.00,27840,66491.000000000000
688628289,2018-06-30,1,0,null,0,0,2002-10-22,2014-12-04,126761.00,1.00,0.00,11200,54087.000000000000
688488290,2025-02-18,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
684828362,2023-05-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
684053017,2022-01-27,1,0,null,0,0,2016-12-27,2016-12-27,10586.00,0.50,0.00,8000,20220.000000000000
684392670,2022-06-20,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
670157341,2023-04-17,1,1,null,0,0,2016-05-10,2022-09-20,198070.00,1.50,0.50,19680,51160.000000000000
670378583,2022-04-02,3,1,null,1,2,2000-06-13,2021-06-27,128393.00,3.00,0.00,32160,69752.000000000000
4966781,2023-04-27,0,0,2,0,0,2004-04-01,2020-11-01,18730.00,0.00,0.00,6500,null
4889413,2024-08-27,0,0,7,0,0,1999-07-09,2016-07-06,135970.08,0.00,0.00,46000,8799.000000000000
695318629,2022-04-09,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
693232084,2024-06-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688245877,2022-08-28,0,1,null,0,0,2021-08-30,2021-08-30,49980.00,1.00,1.00,23040,49980.000000000000
689342134,2023-12-19,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688544261,2021-06-25,1,0,null,0,1,2000-10-10,2018-11-18,66140.00,0.00,0.00,0,16820.000000000000
684950480,2024-09-23,0,0,1,1,0,2023-04-10,2023-04-10,15900.00,1.00,0.00,4000,15900.000000000000
685917296,2024-02-09,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
30313480,2022-04-14,0,0,null,0,0,2017-07-22,2017-11-11,33147.00,null,null,15000,17040.000000000000
30169405,2022-08-28,0,0,null,0,2,2010-08-15,2016-11-19,39350.00,null,null,27500,29350.000000000000
668913055,2025-07-24,1,0,null,0,0,2011-02-05,2011-02-05,90490.00,1.00,1.00,23040,90490.000000000000
4722185,2023-10-16,0,0,1,0,0,1999-08-30,2020-11-01,12865.00,0.00,0.00,8500,null
692715776,2024-09-12,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
693935218,2024-10-07,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688422151,2022-09-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
687198956,2023-03-19,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688884027,2022-06-05,1,0,null,0,0,2017-04-22,2017-04-22,27310.00,0.50,0.50,9920,27310.000000000000
687005598,2023-07-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
686925021,2016-06-23,1,0,null,0,1,1998-04-28,2015-06-19,17880.00,0.00,0.00,0,8940.000000000000
687633172,2025-01-13,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
877547,2022-01-18,0,0,1,0,0,1993-07-12,2020-11-01,65773.00,-2.50,-2.50,5500,19568.000000000000
27781735,2021-06-12,0,0,null,0,1,2012-11-24,2014-12-13,28300.00,null,null,20500,28300.000000000000
30311035,2024-07-30,0,0,null,0,1,2017-03-15,2020-10-24,25800.00,0.00,0.00,10000,13000.000000000000
30344809,2019-05-14,0,0,null,1,0,null,null,0.00,null,0.00,0,895.000000000000
670222495,2023-10-08,1,1,null,0,0,2005-03-27,2022-02-27,86275.00,2.00,1.00,22720,55285.000000000000
668724895,2022-07-13,1,1,null,0,0,2008-06-14,2021-12-11,317062.90,3.00,1.00,76800,232572.900000000000
668562819,2022-01-20,4,0,null,0,0,2001-11-24,2009-12-04,188700.00,4.00,2.00,60800,68500.000000000000
5040926,2025-03-13,0,0,2,0,0,1992-03-27,2020-11-01,12870.00,0.00,0.00,4500,0E-12
695971694,2025-02-26,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
687712748,2023-06-13,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688726878,2023-06-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
686507441,2023-07-26,0,1,null,0,0,2022-03-06,2022-03-06,16250.00,0.50,0.50,7680,16250.000000000000
684729978,2022-06-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
684098487,2024-10-08,2,0,null,1,0,2000-12-28,2017-04-27,62195.00,3.00,0.00,22720,43205.000000000000
684033820,2024-05-08,0,1,2,0,0,2022-07-13,2024-02-27,159758.00,1.00,0.50,32200,72150.000000000000
30177929,2021-12-07,0,0,null,0,3,2017-09-25,2021-06-23,51670.00,null,null,20000,13250.000000000000
669750411,2022-04-01,1,0,null,0,0,2018-04-03,2020-10-19,45980.00,1.00,0.50,13440,45980.000000000000
4727887,2025-02-27,0,0,1,0,0,2000-07-11,2023-11-08,155459.00,0.00,0.00,-7000,52600.000000000000
4726293,2024-07-15,0,0,5,0,0,2001-07-08,2021-07-08,64737.00,-0.50,-0.50,17000,16788.000000000000
692243649,2024-10-15,1,0,null,0,0,2010-01-10,2010-01-10,11425.50,0.50,0.50,6720,11425.500000000000
687538435,2023-02-15,2,0,null,0,0,2012-02-15,2019-10-26,243372.00,4.00,1.00,57280,133363.000000000000
688943997,2021-10-11,1,0,null,1,0,2009-11-12,2021-05-23,68302.00,2.00,0.00,12000,42990.000000000000
689551625,2023-07-01,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
684634519,2022-05-20,1,0,null,0,0,2010-08-29,2021-08-18,126280.00,1.00,0.00,23040,126280.000000000000
684394233,2022-03-06,0,1,null,0,0,2016-05-29,2016-05-29,14620.00,0.50,0.50,6720,14620.000000000000
683992147,2022-11-08,3,0,null,1,0,1996-05-04,2021-09-21,85840.00,4.00,-1.00,55200,162091.000000000000
685603102,2024-12-24,0,0,1,0,0,2024-09-12,2024-09-12,9900.00,0.00,0.00,2750,9900.000000000000
28837097,2023-05-31,0,0,null,0,3,2015-10-27,2023-01-09,42225.00,0.00,0.00,17500,13300.000000000000
669862699,2024-12-22,1,0,null,0,0,2001-09-22,2014-07-03,37490.00,1.00,0.50,9280,37490.000000000000
4721243,2024-10-12,0,0,1,1,0,2000-09-21,2020-11-01,8990.00,1.00,0.00,4000,1695.000000000000
695820213,2021-07-13,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
693992778,2024-08-01,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
696537633,2023-04-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688664169,2022-09-16,1,0,null,0,0,2012-03-06,2022-03-24,198980.00,2.00,0.00,33120,198980.000000000000
688245086,2023-06-02,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688232674,2023-06-24,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688196968,2023-03-26,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688418769,2015-03-23,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
686168461,2024-10-20,0,1,null,0,0,2014-12-15,2017-12-02,0.00,1.00,1.00,36800,0E-12
686006108,2023-01-14,0,0,1,0,0,2022-09-22,2022-09-22,27480.00,0.00,0.00,8000,27480.000000000000
29695168,2020-08-04,0,0,null,1,0,2015-12-28,2016-02-27,21650.00,null,0.00,9000,12700.000000000000
30271592,2020-10-04,0,0,null,1,0,2018-01-26,2018-01-26,12700.00,null,0.00,4000,12700.000000000000
26147219,2024-09-26,0,0,null,0,3,2010-06-17,2011-07-05,48250.00,null,null,60750,41800.000000000000
670255499,2023-04-19,0,1,null,0,0,2017-11-06,2017-11-06,21770.00,0.50,0.50,8160,21770.000000000000
669647571,2023-01-08,2,1,null,0,0,2015-02-07,2020-11-14,251123.00,4.00,2.00,80960,115266.000000000000
668741997,2023-10-26,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
696027054,2026-01-20,0,0,1,0,0,2025-02-27,2025-02-27,12900.00,0.00,0.00,2750,12900.000000000000
693929838,2025-03-21,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688064822,2023-05-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688777552,2023-10-29,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688199136,2024-09-24,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
687098785,2022-01-25,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
688083281,2024-01-21,0,1,null,0,0,2006-06-05,2019-04-02,78660.00,1.00,0.00,20160,78660.000000000000
684756419,2019-03-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
685319383,2023-09-16,1,0,null,0,0,2017-05-13,2022-09-17,40200.00,1.00,0.50,6720,40200.000000000000
685271478,2022-08-06,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
260113,2021-11-06,0,0,3,0,0,1999-07-17,2020-11-01,34605.00,0.50,0.50,15000,18605.000000000000
30108466,2019-07-15,0,0,null,0,0,2017-08-01,2018-02-24,32806.00,0.00,0.00,16000,19100.000000000000
668707887,2024-12-21,1,1,null,3,0,2012-10-14,2022-03-21,113556.00,5.00,1.00,22400,45110.000000000000
4726900,2022-03-16,0,0,2,0,0,2000-03-17,2020-11-01,662806.00,0.00,0.00,7500,150000.000000000000
4583184,2021-03-19,0,0,2,0,0,2005-07-29,2020-11-01,62525.00,0.00,0.00,8500,10200.000000000000
695442980,2025-11-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694417479,2022-09-01,6,0,null,0,1,1996-05-18,2020-02-29,56621.00,5.00,-10.00,58080,148470.000000000000
688598347,2021-03-20,2,0,null,0,2,1998-02-08,2002-07-19,0.00,0.00,0.00,0,0E-12
688820207,2023-06-08,3,0,null,0,0,2008-12-08,2018-03-08,246687.00,5.00,-1.00,55920,145330.000000000000
684076409,2022-07-25,0,3,null,0,0,2013-09-01,2013-09-01,35500.00,2.00,2.00,33600,18000.000000000000
684302185,2024-10-21,0,1,null,0,0,2013-04-09,2015-10-25,43885.00,1.00,0.00,11200,43885.000000000000
28028922,2023-04-08,0,0,null,0,1,2007-05-16,2021-06-03,38900.00,0.00,0.00,21000,21200.000000000000
28631253,2019-05-19,0,0,null,1,0,null,null,0.00,null,0.00,0,895.000000000000
